AltitudeBin,NumberStruck,Effect,FlightMonth,Damage,Engines,FlightPhase,ConditionsPrecipitation,WildlifeSize,ConditionsSky,PilotWarned,PeopleInjured,IsAircraftLarge?
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,Overcast,Y,0,No
"(-1, 0]",1,Aborted Take-off,8,No damage,1,Take-off run,None,Medium,Some Cloud,Y,0,No
"(400, 600]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,Some Cloud,N,0,Yes
"(-1, 0]",1,Aborted Take-off,8,No damage,2,Take-off run,None,Medium,No Cloud,Y,0,No
"(-1, 0]",1,Aborted Take-off,8,Caused damage,2,Take-off run,None,Medium,Some Cloud,Y,0,No
"(100, 200]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(2000, 3000]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(30, 50]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,N,0,Yes
"(5000, 18000]",1,None,8,Caused damage,2,Descent,None,Medium,Some Cloud,N,0,Yes
"(30, 50]",1,None,8,No damage,2,Approach,None,Small,Overcast,N,0,No
"(400, 600]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Large,Some Cloud,N,0,No
"(400, 600]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(0, 10]",1,None,8,No damage,2,Climb,None,Small,No Cloud,N,0,Yes
"(1000, 2000]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(600, 1000]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No
"(0, 10]",1,None,8,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes
"(-1, 0]",1,Engine Shut Down,8,No damage,1,Landing Roll,None,Large,No Cloud,N,0,No
"(3000, 5000]",1,None,8,No damage,2,Climb,None,Small,No Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Medium,No Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Large,No Cloud,Y,0,No
"(50, 100]",1,None,8,No damage,2,Climb,None,Small,No Cloud,Y,0,Yes
"(-1, 0]",1,None,8,No damage,4,Landing Roll,None,Small,Some Cloud,Y,0,No
"(30, 50]",1,Other,8,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,1,Take-off run,None,Small,No Cloud,N,0,No
"(30, 50]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(30, 50]",1,Precautionary Landing,8,No damage,4,Climb,None,Medium,No Cloud,Y,0,No
"(50, 100]",1,Precautionary Landing,8,Caused damage,1,Climb,None,Large,No Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,4,Landing Roll,None,Small,No Cloud,N,0,No
"(10, 30]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(100, 200]",1,None,8,No damage,2,Approach,None,Medium,Some Cloud,Y,0,Yes
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Small,Some Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,No Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,No Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,No Cloud,N,0,Yes
"(0, 10]",1,None,8,No damage,2,Approach,None,Small,No Cloud,Y,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No
"(30, 50]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,Y,0,Yes
"(2000, 3000]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Medium,Some Cloud,Y,0,No
"(0, 10]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,Y,0,Yes
"(-1, 0]",1,Aborted Take-off,8,Caused damage,2,Take-off run,None,Medium,Some Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Landing Roll,Rain,Small,Overcast,N,0,No
"(3000, 5000]",1,None,8,No damage,2,Approach,None,Medium,No Cloud,Y,0,Yes
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Small,No Cloud,N,0,Yes
"(5000, 18000]",1,None,8,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes
"(30, 50]",1,None,8,No damage,1,Climb,None,Small,Some Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Small,Some Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No
"(30, 50]",1,None,8,No damage,2,Approach,None,Medium,No Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,Some Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Small,Some Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,Some Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,Some Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,No Cloud,N,0,No
"(1000, 2000]",1,None,8,Caused damage,2,Approach,None,Large,No Cloud,N,0,Yes
"(400, 600]",1,None,8,No damage,2,Climb,None,Small,No Cloud,N,0,No
"(50, 100]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(10, 30]",1,None,8,No damage,2,Climb,None,Small,Some Cloud,Y,0,Yes
"(100, 200]",1,None,8,No damage,2,Approach,None,Small,No Cloud,Y,0,Yes
"(1000, 2000]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Take-off run,Rain,Large,Some Cloud,N,0,No
"(30, 50]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,No
"(-1, 0]",1,None,8,No damage,2,Landing Roll,Fog,Small,Overcast,Y,0,No
"(30, 50]",1,None,8,No damage,2,Approach,None,Medium,Some Cloud,N,0,No
"(1000, 2000]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,No Cloud,N,0,No
"(3000, 5000]",1,None,8,No damage,2,Climb,None,Medium,Overcast,N,0,No
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Small,No Cloud,Y,0,No
"(30, 50]",1,Precautionary Landing,8,Caused damage,2,Climb,None,Large,No Cloud,N,0,No
"(400, 600]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,Overcast,N,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,Rain,Small,Overcast,N,0,Yes
"(50, 100]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,Overcast,N,0,No
"(30, 50]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,Y,0,No
"(0, 10]",1,None,8,No damage,2,Approach,Rain,Medium,Overcast,N,0,No
"(0, 10]",1,None,8,No damage,2,Approach,None,Medium,Some Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Medium,Some Cloud,Y,0,Yes
"(10, 30]",1,None,8,No damage,2,Climb,None,Small,No Cloud,N,0,No
"(0, 10]",1,None,8,No damage,2,Climb,None,Small,No Cloud,N,0,No
"(2000, 3000]",1,None,8,No damage,2,Climb,None,Small,Some Cloud,N,0,Yes
"(600, 1000]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,N,0,Yes
"(-1, 0]",1,Precautionary Landing,8,Caused damage,2,Take-off run,None,Small,Some Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,Overcast,N,0,Yes
"(200, 400]",1,None,8,No damage,2,Climb,Rain,Small,Overcast,Y,0,Yes
"(30, 50]",1,None,8,No damage,2,Approach,None,Large,Overcast,N,0,Yes
"(-1, 0]",1,Aborted Take-off,8,No damage,2,Take-off run,None,Small,No Cloud,N,0,No
"(10, 30]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(100, 200]",1,None,8,No damage,2,Approach,None,Small,No Cloud,Y,0,No
"(50, 100]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,Y,0,Yes
"(3000, 5000]",1,None,8,No damage,2,Climb,None,Small,Some Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Small,Some Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,Yes
"(100, 200]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(200, 400]",1,None,8,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes
"(5000, 18000]",1,None,8,No damage,2,Climb,None,Small,No Cloud,N,0,Yes
"(100, 200]",1,None,8,No damage,1,Approach,None,Small,Overcast,N,0,No
"(10, 30]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(200, 400]",1,None,8,No damage,4,Approach,None,Small,Some Cloud,N,0,No
"(30, 50]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,Y,0,Yes
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Small,Some Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,No Cloud,Y,0,Yes
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Small,Some Cloud,N,0,No
"(100, 200]",1,None,8,No damage,2,Climb,None,Small,No Cloud,N,0,No
"(2000, 3000]",1,Precautionary Landing,8,Caused damage,2,Approach,None,Medium,No Cloud,N,0,No
"(600, 1000]",1,None,8,No damage,2,Approach,None,Medium,No Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No
"(1000, 2000]",1,None,8,No damage,2,Approach,None,Small,Overcast,Y,0,No
"(5000, 18000]",1,None,8,No damage,2,Descent,None,Medium,No Cloud,N,0,Yes
"(5000, 18000]",1,None,8,No damage,2,Descent,None,Medium,Some Cloud,N,0,No
"(10, 30]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(400, 600]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Medium,No Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,Overcast,Y,0,Yes
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,No Cloud,N,0,No
"(5000, 18000]",1,None,8,No damage,2,Descent,None,Large,Some Cloud,N,0,No
"(0, 10]",1,None,8,No damage,2,Approach,None,Small,No Cloud,Y,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No
"(0, 10]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,Some Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Large,No Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,Yes
"(-1, 0]",1,Aborted Take-off,8,No damage,2,Take-off run,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No
"(3000, 5000]",1,None,8,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Medium,Some Cloud,Y,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,Yes
"(30, 50]",1,None,8,No damage,2,Approach,None,Medium,Some Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Small,No Cloud,N,0,No
"(10, 30]",1,None,8,No damage,1,Climb,None,Small,Some Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,Some Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,No Cloud,N,0,No
"(100, 200]",1,None,8,No damage,2,Climb,None,Small,Some Cloud,Y,0,Yes
"(1000, 2000]",1,None,8,No damage,2,Climb,None,Small,Overcast,N,0,No
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Small,No Cloud,Y,0,Yes
"(50, 100]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(2000, 3000]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(100, 200]",1,None,8,No damage,4,Approach,None,Medium,No Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Medium,Some Cloud,N,0,No
"(2000, 3000]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(100, 200]",1,None,8,No damage,2,Climb,None,Small,Overcast,N,0,No
"(1000, 2000]",1,Precautionary Landing,8,No damage,1,Descent,None,Medium,No Cloud,N,0,No
"(3000, 5000]",1,None,8,No damage,2,Climb,None,Medium,Some Cloud,N,0,No
"(10, 30]",1,None,8,Caused damage,1,Approach,None,Small,Some Cloud,Y,0,No
"(1000, 2000]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(50, 100]",1,None,8,No damage,2,Climb,Rain,Medium,Overcast,N,0,Yes
"(50, 100]",1,None,8,No damage,2,Approach,None,Medium,No Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,No Cloud,Y,0,Yes
"(0, 10]",1,Precautionary Landing,8,Caused damage,2,Climb,None,Medium,No Cloud,N,0,Yes
"(400, 600]",1,Precautionary Landing,8,No damage,2,Climb,None,Large,Some Cloud,N,0,No
"(10, 30]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(50, 100]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(30, 50]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(0, 10]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Medium,Overcast,Y,0,Yes
"(10, 30]",1,None,8,No damage,1,Climb,None,Small,Some Cloud,N,0,No
"(600, 1000]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Small,Some Cloud,N,0,No
"(200, 400]",1,None,8,No damage,2,Approach,None,Medium,Overcast,Y,0,No
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,No Cloud,Y,0,Yes
"(-1, 0]",1,Aborted Take-off,8,No damage,2,Take-off run,None,Small,Some Cloud,N,0,No
"(200, 400]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(3000, 5000]",1,None,8,No damage,2,Climb,None,Small,No Cloud,N,0,No
"(10, 30]",1,None,8,No damage,3,Approach,None,Medium,No Cloud,N,0,No
"(50, 100]",1,None,8,No damage,3,Climb,None,Medium,Overcast,N,0,No
"(1000, 2000]",1,None,8,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes
"(30, 50]",1,Precautionary Landing,8,No damage,1,Climb,None,Small,No Cloud,N,0,No
"(400, 600]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Medium,No Cloud,N,0,Yes
"(400, 600]",1,None,8,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,No Cloud,N,0,Yes
"(5000, 18000]",1,None,8,No damage,2,Descent,None,Medium,No Cloud,N,0,Yes
"(1000, 2000]",1,None,8,No damage,2,Approach,None,Small,Overcast,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Take-off run,None,Small,No Cloud,N,0,No
"(1000, 2000]",1,None,8,No damage,2,Approach,None,Medium,No Cloud,N,0,No
"(600, 1000]",1,None,8,No damage,2,Climb,None,Medium,No Cloud,Y,0,Yes
"(5000, 18000]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,Y,0,No
"(0, 10]",1,None,8,No damage,2,Climb,"Fog, Rain",Large,Overcast,N,0,No
"(50, 100]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(30, 50]",1,None,8,No damage,2,Approach,None,Small,No Cloud,Y,0,No
"(2000, 3000]",1,None,8,No damage,1,Descent,None,Small,No Cloud,N,0,No
"(1000, 2000]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,Yes
"(50, 100]",1,None,8,No damage,2,Approach,Fog,Small,Overcast,N,0,No
"(-1, 0]",1,None,8,No damage,2,Landing Roll,None,Small,Some Cloud,N,0,Yes
"(2000, 3000]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(2000, 3000]",1,None,8,No damage,2,Climb,None,Small,No Cloud,N,0,Yes
"(200, 400]",1,None,8,No damage,2,Approach,None,Medium,No Cloud,Y,0,No
"(2000, 3000]",1,None,8,No damage,2,Approach,None,Medium,Some Cloud,N,0,Yes
"(2000, 3000]",1,None,8,No damage,2,Descent,None,Small,No Cloud,Y,0,No
"(400, 600]",1,None,8,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(50, 100]",1,None,8,No damage,2,Climb,None,Small,No Cloud,N,0,Yes
"(2000, 3000]",1,None,8,No damage,2,Approach,None,Medium,Some Cloud,N,0,Yes
"(5000, 18000]",1,None,8,No damage,2,Descent,None,Small,No Cloud,N,0,Yes
"(30, 50]",1,None,8,No damage,2,Approach,None,Large,No Cloud,N,0,No
"(3000, 5000]",1,None,8,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Medium,Overcast,N,0,No
"(30, 50]",1,None,9,No damage,3,Climb,None,Small,No Cloud,N,0,No
"(1000, 2000]",1,None,9,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes
"(5000, 18000]",1,None,9,No damage,2,Descent,None,Medium,No Cloud,N,0,No
"(2000, 3000]",1,Other,9,No damage,4,Approach,None,Medium,No Cloud,N,0,No
"(1000, 2000]",1,None,9,No damage,2,Approach,None,Small,Some Cloud,N,0,Yes
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Small,No Cloud,Y,0,No
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No
"(200, 400]",1,None,9,No damage,2,Approach,None,Medium,No Cloud,N,0,No
"(-1, 0]",1,None,9,No damage,4,Take-off run,None,Medium,No Cloud,Y,0,No
"(600, 1000]",1,None,9,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Medium,No Cloud,N,0,No
"(-1, 0]",1,None,9,No damage,2,Landing Roll,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,9,No damage,3,Landing Roll,None,Small,No Cloud,N,0,No
"(600, 1000]",1,None,9,No damage,2,Approach,None,Small,Some Cloud,Y,0,Yes
"(5000, 18000]",1,None,9,Caused damage,2,Descent,None,Medium,No Cloud,N,0,No
"(-1, 0]",1,None,9,No damage,2,Landing Roll,None,Small,No Cloud,N,0,No
"(50, 100]",1,None,9,No damage,2,Approach,None,Large,Some Cloud,Y,0,No
"(-1, 0]",1,None,9,No damage,2,Landing Roll,None,Medium,Some Cloud,Y,0,No
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Small,No Cloud,N,0,No
"(3000, 5000]",1,None,9,No damage,2,Climb,None,Medium,No Cloud,N,0,No
"(-1, 0]",1,None,9,No damage,2,Landing Roll,None,Small,No Cloud,N,0,No
"(400, 600]",1,None,9,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(50, 100]",1,None,9,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Small,Some Cloud,N,0,Yes
"(0, 10]",1,None,9,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,9,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,No
"(100, 200]",1,None,9,No damage,2,Climb,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Small,No Cloud,N,0,Yes
"(-1, 0]",1,None,9,No damage,2,Landing Roll,None,Small,No Cloud,Y,0,No
"(5000, 18000]",1,None,9,No damage,2,Climb,None,Small,No Cloud,N,0,Yes
"(-1, 0]",1,None,9,No damage,2,Landing Roll,None,Small,No Cloud,N,0,No
"(30, 50]",1,None,9,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(3000, 5000]",1,None,9,No damage,2,Approach,None,Small,Some Cloud,Y,0,Yes
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Medium,Some Cloud,N,0,Yes
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Small,No Cloud,N,0,No
"(50, 100]",1,None,9,No damage,2,Climb,None,Medium,Overcast,Y,0,Yes
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Small,Some Cloud,N,0,No
"(200, 400]",1,None,9,No damage,2,Approach,None,Small,Some Cloud,N,0,No
"(50, 100]",1,None,9,No damage,2,Climb,None,Medium,No Cloud,N,0,No
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Small,No Cloud,Y,0,Yes
"(-1, 0]",1,None,9,No damage,2,Landing Roll,None,Small,Some Cloud,N,0,No
"(600, 1000]",1,None,9,No damage,2,Approach,Rain,Small,Overcast,N,0,No
"(1000, 2000]",1,None,9,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(0, 10]",1,None,9,No damage,2,Approach,None,Small,Some Cloud,Y,0,No
"(10, 30]",1,None,9,No damage,1,Approach,None,Small,Some Cloud,Y,0,No
"(-1, 0]",1,None,9,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,No
"(5000, 18000]",1,None,9,No damage,2,Descent,None,Medium,No Cloud,N,0,Yes
"(100, 200]",1,None,9,No damage,2,Approach,None,Small,Some Cloud,N,0,Yes
"(100, 200]",1,None,9,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Small,Some Cloud,N,0,Yes
"(2000, 3000]",1,None,9,No damage,4,Approach,None,Large,Overcast,N,0,No
"(-1, 0]",1,None,9,No damage,2,Take-off run,Fog,Small,Some Cloud,Y,0,No
"(10, 30]",1,None,9,No damage,2,Climb,None,Small,Some Cloud,N,0,No
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,Yes
"(1000, 2000]",1,None,9,No damage,3,Approach,None,Medium,No Cloud,N,0,No
"(5000, 18000]",1,None,9,No damage,2,Descent,None,Small,No Cloud,N,0,Yes
"(10, 30]",1,None,9,No damage,2,Approach,None,Medium,Some Cloud,N,0,No
"(-1, 0]",1,Aborted Take-off,9,Caused damage,2,Take-off run,None,Medium,Some Cloud,N,0,No
"(2000, 3000]",1,None,9,No damage,2,Climb,None,Medium,No Cloud,N,0,No
"(-1, 0]",1,None,9,No damage,2,Landing Roll,None,Small,No Cloud,N,0,No
"(200, 400]",1,None,9,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(100, 200]",1,None,9,No damage,2,Climb,None,Small,No Cloud,N,0,Yes
"(3000, 5000]",1,None,9,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes
"(3000, 5000]",1,None,9,No damage,2,Descent,None,Small,No Cloud,N,0,Yes
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No
"(0, 10]",1,None,9,No damage,2,Approach,Fog,Small,No Cloud,N,0,No
"(30, 50]",1,None,9,No damage,2,Approach,Fog,Medium,No Cloud,Y,0,No
"(5000, 18000]",1,None,9,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Medium,No Cloud,N,0,No
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Small,No Cloud,Y,0,No
"(3000, 5000]",1,None,9,No damage,2,Climb,None,Small,Some Cloud,N,0,Yes
"(1000, 2000]",1,Precautionary Landing,9,Caused damage,2,Climb,None,Large,No Cloud,N,0,No
"(5000, 18000]",1,Precautionary Landing,9,Caused damage,2,Climb,None,Medium,No Cloud,N,0,No
"(1000, 2000]",1,None,9,Caused damage,2,Approach,None,Large,No Cloud,N,0,Yes
"(-1, 0]",1,Other,9,No damage,2,Landing Roll,None,Small,Some Cloud,N,0,Yes
"(-1, 0]",1,None,9,Caused damage,2,Landing Roll,None,Large,Some Cloud,N,0,No
"(30, 50]",1,None,9,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(100, 200]",1,None,9,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(2000, 3000]",1,None,9,No damage,2,Climb,None,Medium,Some Cloud,N,0,No
"(30, 50]",1,None,9,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Medium,No Cloud,Y,0,No
"(5000, 18000]",1,None,9,Caused damage,2,Descent,None,Large,Some Cloud,N,0,No
"(10, 30]",1,None,9,No damage,2,Approach,None,Small,No Cloud,N,0,No
"(50, 100]",1,None,9,No damage,2,Climb,None,Small,Some Cloud,N,0,Yes
"(-1, 0]",1,None,9,No damage,2,Landing Roll,"Fog, Rain",Small,Overcast,N,0,No
"(5000, 18000]",1,None,9,No damage,2,Descent,None,Medium,No Cloud,N,0,Yes
"(3000, 5000]",1,None,9,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes
"(400, 600]",1,Precautionary Landing,9,Caused damage,1,Climb,None,Medium,No Cloud,N,0,No
"(1000, 2000]",1,None,9,No damage,2,Approach,None,Small,Some Cloud,Y,0,No
"(3000, 5000]",1,None,9,Caused damage,2,Climb,None,Medium,No Cloud,N,0,No
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Small,Some Cloud,N,0,No
"(-1, 0]",1,None,9,No damage,2,Landing Roll,Fog,Small,Overcast,Y,0,No
"(0, 10]",1,None,9,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes
"(-1, 0]",1,Other,9,No damage,2,Parked,Rain,Small,Overcast,N,0,No
"(400, 600]",1,None,9,No damage,2,Approach,None,Medium,Some Cloud,Y,0,No
"(3000, 5000]",1,None,9,No damage,2,Descent,None,Medium,Some Cloud,N,0,Yes
"(2000, 3000]",1,None,9,No damage,2,Approach,None,Medium,Some Cloud,N,0,No
"(3000, 5000]",1,None,9,Caused damage,1,Descent,None,Small,No Cloud,N,0,No
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Small,Some Cloud,N,0,Yes
"(-1, 0]",1,None,9,No damage,2,Take-off run,None,Small,Overcast,Y,0,No
"(600, 1000]",1,None,9,No damage,2,Approach,None,Small,No Cloud,N,0,Yes
"(50, 100]",1,None,9,No damage,2,Approach,None,Small,Some Cloud,N,0,Yes
